,num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
1059,1605,cute-music-player,Cute Music Player,Furniture,True,650.0,bells,2600.0,bells,Nook's Cranny,,,,nh,item-cute-music-player,https://villagerdb.com/images/items/thumb/cute-music-player.f2687bf.png
1060,1606,cute-paint-flooring,Cute-paint Flooring,Flooring,True,550.0,bells,2200.0,bells,Nook's Cranny,,,,nh,,
1061,1607,cute-red-tile-flooring,Cute Red-tile Flooring,Flooring,True,195.0,bells,780.0,bells,Nook's Cranny,,,,nh,,
1062,1608,cute-red-wall,Cute Red Wall,Wallpaper,True,470.0,bells,1880.0,bells,Nook's Cranny,,,,nh,,
1063,1609,cute-rose-crown,Cute Rose Crown,Hats,,960.0,bells,3840.0,bells,,,,,nh,item-cute-rose-crown,https://villagerdb.com/images/items/full/cute-rose-crown.dbd3d15.png
1064,1610,cute-sneakers,Cute Sneakers,Shoes,True,315.0,bells,1260.0,bells,Balloon,,,,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
1065,1610,cute-sneakers,Cute Sneakers,Shoes,True,315.0,bells,1260.0,bells,Able Sisters,,,,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
1066,1611,cute-sofa,Cute Sofa,Furniture,,2400.0,bells,9600.0,bells,,,,,nh,item-cute-sofa,https://villagerdb.com/images/items/thumb/cute-sofa.7a298c3.png
1067,1612,cute-tea-table,Cute Tea Table,Furniture,True,750.0,bells,3000.0,bells,,,,,nh,item-cute-tea-table,https://villagerdb.com/images/items/thumb/cute-tea-table.155aabb.png
1068,1613,cute-vanity,Cute Vanity,Furniture,True,1350.0,bells,5400.0,bells,Nook's Cranny,,,,nh,item-cute-vanity,https://villagerdb.com/images/items/thumb/cute-vanity.adde5c5.png
1069,1614,cute-wall-mounted-clock,Cute Wall-mounted Clock,Furniture,True,300.0,bells,1200.0,bells,Nook Shopping,,,,nh,item-cute-wall-mounted-clock,https://villagerdb.com/images/items/thumb/cute-wall-mounted-clock.3455163.png
1070,1615,cute-wardrobe,Cute Wardrobe,Furniture,,1825.0,bells,7300.0,bells,,,,,nh,item-cute-wardrobe,https://villagerdb.com/images/items/thumb/cute-wardrobe.5081659.png
1071,1616,cute-white-tile-flooring,Cute White-tile Flooring,Flooring,True,195.0,bells,780.0,bells,Nook's Cranny,,,,nh,,
1072,1617,cute-white-wall,Cute White Wall,Wallpaper,,470.0,bells,1880.0,bells,,,,,nh,,
1073,1618,cute-yellow-tile-flooring,Cute Yellow-tile Flooring,Flooring,True,195.0,bells,780.0,bells,Nook's Cranny,,,,nh,,
1074,1619,cute-yellow-wall,Cute Yellow Wall,Wallpaper,,470.0,bells,1880.0,bells,,,,,nh,,
1075,1621,cutting-board,Cutting Board,Furniture,,990.0,bells,3960.0,bells,,,,,nh,item-cutting-board,https://villagerdb.com/images/items/thumb/cutting-board.4e362ef.png
1076,1627,cyber-shades,Cyber Shades,Accessories,True,325.0,bells,1300.0,bells,,,,,nh,item-cyber-shades,https://villagerdb.com/images/items/full/cyber-shades.d509722.png
1077,1628,cyber-suit,Cyber Suit,Dresses,,875.0,bells,3500.0,bells,,,,,nh,item-cyber-suit,https://villagerdb.com/images/items/full/cyber-suit.ac7af13.png
1078,1629,cycling-cap,Cycling Cap,Hats,True,275.0,bells,1100.0,bells,,,,,nh,item-cycling-cap,https://villagerdb.com/images/items/full/cycling-cap.4642ebe.png
1079,1630,cycling-shirt,Cycling Shirt,Tops,True,300.0,bells,1200.0,bells,,,,,nh,item-cycling-shirt,https://villagerdb.com/images/items/full/cycling-shirt.5dd340d.png
1080,1631,cycling-shorts,Cycling Shorts,Bottoms,,175.0,bells,700.0,bells,,,,,nh,item-cycling-shorts,https://villagerdb.com/images/items/full/cycling-shorts.051c63f.png
1081,1633,cyclommatus-stag-model,Cyclommatus Stag Model,Furniture,,24000.0,bells,,,,,,,nh,item-cyclommatus-stag-model,https://villagerdb.com/images/items/thumb/cyclommatus-stag-model.d8350fb.png
1082,1634,cyclommatus-stag,Cyclommatus Stag,Bugs,False,8000.0,bells,32000.0,bells,,,,,nh,item-cyclommatus-stag,https://villagerdb.com/images/items/thumb/cyclommatus-stag.3670004.png
1083,1636,cyds-photo,Cyd's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1084,1637,cyds-poster,Cyd's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1085,1638,cypress-bathtub,Cypress Bathtub,Furniture,,3250.0,bells,13000.0,bells,,,,,nh,item-cypress-bathtub,https://villagerdb.com/images/items/thumb/cypress-bathtub.26d884d.png
1086,1639,cypress-plant,Cypress Plant,Furniture,True,250.0,bells,1000.0,bells,Nook's Cranny,,,,nh,item-cypress-plant,https://villagerdb.com/images/items/thumb/cypress-plant.4a603b8.png
1087,1640,cyranos-photo,Cyrano's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1088,1641,cyranos-poster,Cyrano's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1089,1642,cyruss-poster,Cyrus's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1090,1643,dab-model,Dab Model,Furniture,,900.0,bells,,,,,,,nh,item-dab-model,https://villagerdb.com/images/items/thumb/dab-model.082a463.png
1091,1645,dab,Dab,Fish,False,300.0,bells,,,Sea (Oct-Apr),,,,nh,item-dab,https://villagerdb.com/images/items/thumb/dab.564da41.png
1092,1646,dace-model,Dace Model,Furniture,,720.0,bells,,,,,,,nh,item-dace-model,https://villagerdb.com/images/items/thumb/dace-model.9b55ef3.png
1093,1647,dace,Dace,Fish,False,240.0,bells,,,River (year round),,,,nh,item-dace,https://villagerdb.com/images/items/thumb/dace.fce14b4.png
1094,1651,daisy-meadow,Daisy Meadow,Flooring,,750.0,bells,3000.0,bells,,,,,nh,,
1095,1655,daisys-photo,Daisy's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1096,1656,daisys-poster,Daisy's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1097,1657,dal-apron,Dal Apron,Tops,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-apron,https://villagerdb.com/images/items/full/dal-apron.0cd129e.png
1098,1658,dal-backpack,Dal Backpack,Accessories,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-backpack,https://villagerdb.com/images/items/full/dal-backpack.b8a1551.png
1099,1659,dal-cap,Dal Cap,Hats,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-cap,https://villagerdb.com/images/items/full/dal-cap.7b94420.png
1100,1660,dal-eye-mask,Dal Eye Mask,Accessories,False,1010.0,bells,,,In the mail,,,,nh,item-dal-eye-mask,https://villagerdb.com/images/items/full/dal-eye-mask.392fbd5.png
1101,1661,dal-model-plane,Dal Model Plane,Furniture,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-model-plane,https://villagerdb.com/images/items/thumb/dal-model-plane.2c4810e.png
1102,1662,dal-mug,Dal Mug,Furniture,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-mug,https://villagerdb.com/images/items/thumb/dal-mug.860228f.png
1103,1663,dal-pilot-jacket,Dal Pilot Jacket,Tops,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-pilot-jacket,https://villagerdb.com/images/items/full/dal-pilot-jacket.7a15e89.png
1104,1664,dal-slippers,Dal Slippers,Shoes,False,1010.0,bells,,,In the mail,,,,nh,item-dal-slippers,https://villagerdb.com/images/items/full/dal-slippers.3eb056a.png
1105,1665,dal-sunglasses,Dal Sunglasses,Accessories,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-sunglasses,https://villagerdb.com/images/items/full/dal-sunglasses.41f7b80.png
1106,1666,dal-tee,DAL Tee,Tops,False,1010.0,bells,,,Receive in mail,,,,nh,item-dal-tee,https://villagerdb.com/images/items/full/dal-tee.6b2ffdf.png
1107,1667,dal-umbrella,Dal Umbrella,Umbrellas,,1010.0,bells,4040.0,bells,,,,,nh,item-dal-umbrella,https://villagerdb.com/images/items/full/dal-umbrella.48b0403.png
1108,1668,dala-horse,Dala Horse,Furniture,False,1300.0,bells,5200.0,bells,Gulliver,False,,,nh,item-dala-horse,https://villagerdb.com/images/items/thumb/dala-horse.fba7d2a.png
1109,1670,damselfly-model,Damselfly Model,Furniture,,1500.0,bells,,,,,,,nh,item-damselfly-model,https://villagerdb.com/images/items/thumb/damselfly-model.bf4d047.png
1110,1671,damselfly,Damselfly,Bugs,False,500.0,bells,2000.0,bells,,,,,nh,item-damselfly,https://villagerdb.com/images/items/thumb/damselfly.4456068.png
1111,1672,dance-team-jacket,Dance-team Jacket,Tops,,420.0,bells,1680.0,bells,,,,,nh,item-dance-team-jacket,https://villagerdb.com/images/items/full/dance-team-jacket.c40846f.png
1112,1673,dance-warm-up-pants,Dance Warm-up Pants,Bottoms,,390.0,bells,1560.0,bells,,,,,nh,item-dance-warm-up-pants,https://villagerdb.com/images/items/full/dance-warm-up-pants.82e242e.png
1113,1676,dandy-hat,Dandy Hat,Hats,,275.0,bells,1100.0,bells,,,,,nh,item-dandy-hat,https://villagerdb.com/images/items/full/dandy-hat.59ee083.png
1114,1678,danger-tank,Danger Tank,Tops,,160.0,bells,640.0,bells,,,,,nh,item-danger-tank,https://villagerdb.com/images/items/full/danger-tank.bf0330a.png
1115,1685,dark-bamboo-rug,Dark Bamboo Rug,Flooring,,960.0,bells,3840.0,bells,,,6.0,bamboo-piece,nh,,
1116,1686,dark-block-flooring,Dark-block Flooring,Flooring,,345.0,bells,1380.0,bells,,,,,nh,,
1117,1687,dark-chocolate-wall,Dark-chocolate Wall,Wallpaper,False,750.0,bells,3000.0,bells,Saharah,,,,nh,,
1118,1688,dark-chocolates-flooring,Dark-chocolates Flooring,Flooring,,750.0,bells,3000.0,bells,,,,,nh,,
1119,1689,dark-cosmos-crown,Dark Cosmos Crown,Hats,,3360.0,bells,13440.0,bells,,,,,nh,item-dark-cosmos-crown,https://villagerdb.com/images/items/full/dark-cosmos-crown.96f222b.png
1120,1690,dark-herringbone-flooring,Dark Herringbone Flooring,Flooring,True,300.0,bells,1200.0,bells,Nook's Cranny,,,,nh,,
1121,1691,dark-lily-crown,Dark Lily Crown,Hats,,960.0,bells,3840.0,bells,,,,,nh,item-dark-lily-crown,https://villagerdb.com/images/items/full/dark-lily-crown.a80e4d6.png
1122,1692,dark-lily-wreath,Dark Lily Wreath,Furniture,,1600.0,bells,6400.0,bells,,,,,nh,item-dark-lily-wreath,https://villagerdb.com/images/items/thumb/dark-lily-wreath.e93735c.png
1123,1693,dark-parquet-flooring,Dark Parquet Flooring,Flooring,True,390.0,bells,1560.0,bells,Nook's Cranny,,,,nh,,
1124,1697,dark-rose-wreath,Dark Rose Wreath,Furniture,,4320.0,bells,17280.0,bells,,,,,nh,item-dark-rose-wreath,https://villagerdb.com/images/items/thumb/dark-rose-wreath.deffc2a.png
1125,1698,dark-tulip-crown,Dark Tulip Crown,Hats,,800.0,bells,3200.0,bells,,,,,nh,item-dark-tulip-crown,https://villagerdb.com/images/items/full/dark-tulip-crown.afaca39.png
1126,1699,dark-tulip-wreath,Dark Tulip Wreath,Furniture,,1600.0,bells,6400.0,bells,,,,,nh,item-dark-tulip-wreath,https://villagerdb.com/images/items/thumb/dark-tulip-wreath.9f85fe0.png
1127,1700,dark-wood-pattern-flooring,Dark Wood-pattern Flooring,Flooring,True,375.0,bells,1500.0,bells,Nook's Cranny,,,,nh,,
1128,1701,dark-wooden-mosaic-wall,Dark Wooden-mosaic Wall,Wallpaper,False,1800.0,bells,,,,False,15.0,wood,nh,,
1129,1702,darner-dragonfly-model,Darner Dragonfly Model,Furniture,,690.0,bells,,,,,,,nh,item-darner-dragonfly-model,https://villagerdb.com/images/items/thumb/darner-dragonfly-model.f2b4645.png
1130,1703,darner-dragonfly,Darner Dragonfly,Bugs,False,230.0,bells,920.0,bells,,,,,nh,item-darner-dragonfly,https://villagerdb.com/images/items/thumb/darner-dragonfly.817c86e.png
1131,1704,dartboard,Dartboard,Furniture,True,1300.0,bells,5200.0,bells,,,,,nh,item-dartboard,https://villagerdb.com/images/items/thumb/dartboard.7497f73.png
1132,1708,dazed-dress,Dazed Dress,Dresses,,400.0,bells,1600.0,bells,,,,,nh,item-dazed-dress,https://villagerdb.com/images/items/full/dazed-dress.ee12bd0.png
1133,1712,decoy-duck,Decoy Duck,Furniture,,480.0,bells,1920.0,bells,,,,,nh,item-decoy-duck,https://villagerdb.com/images/items/thumb/decoy-duck.0a061ef.png
1134,1713,deenas-photo,Deena's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1135,1714,deenas-poster,Deena's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1136,1718,deer-decoration,Deer Decoration,Furniture,,960.0,bells,3840.0,bells,,True,8.0,softwood,nh,item-deer-decoration,https://villagerdb.com/images/items/thumb/deer-decoration.bd3de42.png
1137,1719,deer-scare,Deer Scare,Furniture,False,1740.0,bells,6960.0,bells,,True,3.0,bamboo-piece,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
1138,1719,deer-scare,Deer Scare,Furniture,False,1740.0,bells,6960.0,bells,,True,8.0,stone,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
1139,1719,deer-scare,Deer Scare,Furniture,False,1740.0,bells,6960.0,bells,,True,3.0,clump-of-weeds,nh,item-deer-scare,https://villagerdb.com/images/items/thumb/deer-scare.6e628fe.png
1140,1721,deinony-tail,Deinony Tail,Fossils,False,2500.0,bells,,,Underground (dig spot),,,,nh,item-deinony-tail,https://villagerdb.com/images/items/thumb/deinony-tail.4140b53.png
1141,1722,deinony-torso,Deinony Torso,Fossils,False,3000.0,bells,,,Underground (dig spot),,,,nh,item-deinony-torso,https://villagerdb.com/images/items/thumb/deinony-torso.0a234b4.png
1142,1723,deirdres-photo,Deirdre's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1143,1724,deirdres-poster,Deirdre's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1144,1726,delis-photo,Deli's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1145,1727,delis-poster,Deli's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1146,1728,dels-photo,Del's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1147,1729,dels-poster,Del's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1148,1731,deluxe-washer,Deluxe Washer,Furniture,True,19000.0,bells,76000.0,bells,,,,,nh,item-deluxe-washer,https://villagerdb.com/images/items/thumb/deluxe-washer.737919f.png
1149,1732,den-chair,Den Chair,Furniture,,2175.0,bells,8700.0,bells,,,,,nh,item-den-chair,https://villagerdb.com/images/items/thumb/den-chair.a7894c4.png
1150,1733,den-desk,Den Desk,Furniture,True,2500.0,bells,10000.0,bells,Nook's Cranny,,,,nh,item-den-desk,https://villagerdb.com/images/items/thumb/den-desk.01311a9.png
1151,1734,denim-cap,Denim Cap,Hats,True,192.0,bells,770.0,bells,"Nook Shopping, Able Sisters",,,,nh,item-denim-cap,https://villagerdb.com/images/items/full/denim-cap.c186059.png
1152,1735,denim-cutoffs,Denim Cutoffs,Bottoms,True,280.0,bells,1120.0,bells,"Nook Shopping, Able Sisters",,,,nh,item-denim-cutoffs,https://villagerdb.com/images/items/full/denim-cutoffs.dcc815d.png
1153,1736,denim-jacket,Denim Jacket,Tops,True,350.0,bells,1400.0,bells,Able Sisters,,,,nh,item-denim-jacket,https://villagerdb.com/images/items/full/denim-jacket.5606fb0.png
1154,1737,denim-leggings,Denim Leggings,Socks,,135.0,bells,540.0,bells,,,,,nh,item-denim-leggings,https://villagerdb.com/images/items/full/denim-leggings.9d12309.png
1155,1738,denim-overalls,Denim Overalls,Dresses,,400.0,bells,1600.0,bells,,,,,nh,item-denim-overalls,https://villagerdb.com/images/items/full/denim-overalls.d34e39d.png
1156,1739,denim-painters-pants,Denim Painter's Pants,Bottoms,True,390.0,bells,1560.0,bells,Able Sisters,,,,nh,item-denim-painters-pants,https://villagerdb.com/images/items/full/denim-painters-pants.508666c.png
1157,1740,denim-pants,Denim Pants,Bottoms,True,280.0,bells,1120.0,bells,,,,,nh,item-denim-pants,https://villagerdb.com/images/items/full/denim-pants.5bb38fd.png
1158,1742,denim-skirt,Denim Skirt,Bottoms,True,280.0,bells,1120.0,bells,Able Sisters,,,,nh,item-denim-skirt,https://villagerdb.com/images/items/full/denim-skirt.5121f3a.png
1159,1743,denim-vest,Denim Vest,Tops,,280.0,bells,1120.0,bells,,,,,nh,item-denim-vest,https://villagerdb.com/images/items/full/denim-vest.f5ef244.png
1160,1745,derwins-photo,Derwin's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1161,1746,derwins-poster,Derwin's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1162,1755,desert-outfit,Desert Outfit,Dresses,,630.0,bells,2520.0,bells,,,,,nh,item-desert-outfit,https://villagerdb.com/images/items/full/desert-outfit.d5b56d4.png
1163,1756,desert-princess-outfit,Desert-princess Outfit,Dresses,,630.0,bells,2520.0,bells,,,,,nh,item-desert-princess-outfit,https://villagerdb.com/images/items/full/desert-princess-outfit.ae8ac2a.png
1164,1758,desert-vista,Desert Vista,Wallpaper,,750.0,bells,3000.0,bells,,,,,nh,,
1165,1761,desk-mirror,Desk Mirror,Furniture,,400.0,bells,1600.0,bells,,,,,nh,item-desk-mirror,https://villagerdb.com/images/items/thumb/desk-mirror.93241fe.png
1166,1762,desktop-computer,Desktop Computer,Furniture,,25000.0,bells,100000.0,bells,,,,,nh,item-desktop-computer,https://villagerdb.com/images/items/thumb/desktop-computer.4d0d4d6.png
1167,1766,destinations-signpost,Destinations Signpost,Furniture,False,1440.0,bells,,,,True,4.0,hardwood,nh,item-destinations-signpost,https://villagerdb.com/images/items/thumb/destinations-signpost.231d95e.png
1168,1766,destinations-signpost,Destinations Signpost,Furniture,False,1440.0,bells,,,,True,8.0,softwood,nh,item-destinations-signpost,https://villagerdb.com/images/items/thumb/destinations-signpost.231d95e.png
1169,1767,detective-hat,Detective Hat,Hats,True,525.0,bells,2100.0,bells,,,,,nh,item-detective-hat,https://villagerdb.com/images/items/full/detective-hat.578a2ab.png
1170,1769,detectives-coat,Detective's Coat,Tops,True,625.0,bells,2500.0,bells,Able Sisters,,,,nh,item-detectives-coat,https://villagerdb.com/images/items/full/detectives-coat.bb538c7.png
1171,1774,dianas-photo,Diana's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1172,1775,dianas-poster,Diana's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1173,1780,dig-site-flooring,Dig-site Flooring,Flooring,,750.0,bells,3000.0,bells,,,,,nh,,
1174,1781,dig-site-wall,Dig-site Wall,Wallpaper,False,750.0,bells,3000.0,bells,Saharah,,,,nh,,
1175,1782,digbys-poster,Digby's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1176,1783,digital-alarm-clock,Digital Alarm Clock,Furniture,True,400.0,bells,1600.0,bells,Nook's Cranny,,,,nh,item-digital-alarm-clock,https://villagerdb.com/images/items/thumb/digital-alarm-clock.2b22745.png
1177,1785,digital-scale,Digital Scale,Furniture,True,232.0,bells,930.0,bells,Nook's Cranny,,,,nh,item-digital-scale,https://villagerdb.com/images/items/thumb/digital-scale.da2dbb1.png
1178,1787,dimetrodon-skull,Dimetrodon Skull,Fossils,False,5500.0,bells,,,Underground (dig spot),,,,nh,item-dimetrodon-skull,https://villagerdb.com/images/items/thumb/dimetrodon-skull.0a440d6.png
1179,1789,dimetrodon-torso,Dimetrodon Torso,Fossils,False,5000.0,bells,,,Underground (dig spot),,,,nh,item-dimetrodon-torso,https://villagerdb.com/images/items/thumb/dimetrodon-torso.e05054f.png
1180,1790,diner-apron,Diner Apron,Tops,,210.0,bells,840.0,bells,,,,,nh,item-diner-apron,https://villagerdb.com/images/items/full/diner-apron.7c35229.png
1181,1791,diner-chair,Diner Chair,Furniture,True,400.0,bells,1600.0,bells,Nook's Cranny,,,,nh,item-diner-chair,https://villagerdb.com/images/items/thumb/diner-chair.4118a0c.png
1182,1792,diner-counter-chair,Diner Counter Chair,Furniture,True,275.0,bells,1100.0,bells,,,,,nh,item-diner-counter-chair,https://villagerdb.com/images/items/thumb/diner-counter-chair.a43d3eb.png
1183,1793,diner-counter-table,Diner Counter Table,Furniture,True,1500.0,bells,6000.0,bells,,,,,nh,item-diner-counter-table,https://villagerdb.com/images/items/thumb/diner-counter-table.f4ef424.png
1184,1794,diner-dining-table,Diner Dining Table,Furniture,True,1600.0,bells,6400.0,bells,,,,,nh,item-diner-dining-table,https://villagerdb.com/images/items/thumb/diner-dining-table.73c19e9.png
1185,1795,diner-mini-table,Diner Mini Table,Furniture,,400.0,bells,1600.0,bells,,,,,nh,item-diner-mini-table,https://villagerdb.com/images/items/thumb/diner-mini-table.d7768d4.png
1186,1796,diner-neon-clock,Diner Neon Clock,Furniture,True,375.0,bells,1500.0,bells,Nook's Cranny,,,,nh,item-diner-neon-clock,https://villagerdb.com/images/items/thumb/diner-neon-clock.630bab5.png
1187,1797,diner-neon-sign,Diner Neon Sign,Furniture,,975.0,bells,3900.0,bells,,,,,nh,item-diner-neon-sign,https://villagerdb.com/images/items/thumb/diner-neon-sign.39b44a1.png
1188,1798,diner-sofa,Diner Sofa,Furniture,True,875.0,bells,3500.0,bells,Nook's Cranny,,,,nh,item-diner-sofa,https://villagerdb.com/images/items/thumb/diner-sofa.c48000d.png
1189,1800,diner-uniform,Diner Uniform,Dresses,,450.0,bells,1800.0,bells,,,,,nh,item-diner-uniform,https://villagerdb.com/images/items/full/diner-uniform.54cc77b.png
1190,1802,dinnerware,Dinnerware,Furniture,True,232.0,bells,930.0,bells,Nook's Cranny,,,,nh,item-dinnerware,https://villagerdb.com/images/items/thumb/dinnerware.1e6d094.png
1191,1804,dinosaur-track,Dinosaur Track,Fossils,False,1000.0,bells,,,Underground (dig spot),,,,nh,item-dinosaur-track,https://villagerdb.com/images/items/thumb/dinosaur-track.5a9fdbe.png
1192,1805,diplo-chest,Diplo Chest,Fossils,False,4000.0,bells,,,Underground (dig spot),,,,nh,item-diplo-chest,https://villagerdb.com/images/items/thumb/diplo-chest.8bb4834.png
1193,1808,diplo-neck,Diplo Neck,Fossils,False,4500.0,bells,,,Underground (dig spot),,,,nh,item-diplo-neck,https://villagerdb.com/images/items/thumb/diplo-neck.c93b9c6.png
1194,1809,diplo-pelvis,Diplo Pelvis,Fossils,False,4500.0,bells,,,Underground (dig spot),,,,nh,item-diplo-pelvis,https://villagerdb.com/images/items/thumb/diplo-pelvis.046e8f5.png
1195,1810,diplo-skull,Diplo Skull,Fossils,False,5000.0,bells,,,Underground (dig spot),,,,nh,item-diplo-skull,https://villagerdb.com/images/items/thumb/diplo-skull.0391cd1.png
1196,1811,diplo-tail-tip,Diplo Tail Tip,Fossils,False,4000.0,bells,,,Underground (dig spot),,,,nh,item-diplo-tail-tip,https://villagerdb.com/images/items/thumb/diplo-tail-tip.6486d58.png
1197,1812,diplo-tail,Diplo Tail,Fossils,False,5000.0,bells,,,Underground (dig spot),,,,nh,item-diplo-tail,https://villagerdb.com/images/items/thumb/diplo-tail.ba89924.png
1198,1813,directors-chair,Director's Chair,Furniture,True,400.0,bells,1600.0,bells,Nook's Cranny,,,,nh,item-directors-chair,https://villagerdb.com/images/items/thumb/directors-chair.ddcae33.png
1199,1814,dirt-clod-wall,Dirt-clod Wall,Wallpaper,,50.0,bells,200.0,bells,,,,,nh,,
1200,1816,dirt-flooring,Dirt Flooring,Flooring,,750.0,bells,3000.0,bells,,,,,nh,,
1201,1817,dish-drying-rack,Dish-drying Rack,Furniture,True,132.0,bells,530.0,bells,,,,,nh,item-dish-drying-rack,https://villagerdb.com/images/items/thumb/dish-drying-rack.e66ec3d.png
1202,1822,divas-photo,Diva's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1203,1823,divas-poster,Diva's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1204,1826,diving-beetle-model,Diving Beetle Model,Furniture,,2400.0,bells,,,,,,,nh,item-diving-beetle-model,https://villagerdb.com/images/items/thumb/diving-beetle-model.fc7bf1b.png
1205,1827,diving-beetle,Diving Beetle,Bugs,False,800.0,bells,3200.0,bells,,,,,nh,item-diving-beetle,https://villagerdb.com/images/items/thumb/diving-beetle.d65e803.png
1206,1829,diy-workbench,Diy Workbench,Furniture,False,6630.0,bells,26520.0,bells,,True,5.0,wood,nh,item-diy-workbench,https://villagerdb.com/images/items/thumb/diy-workbench.ade03e3.png
1207,1829,diy-workbench,Diy Workbench,Furniture,False,6630.0,bells,26520.0,bells,,True,5.0,hardwood,nh,item-diy-workbench,https://villagerdb.com/images/items/thumb/diy-workbench.ade03e3.png
1208,1829,diy-workbench,Diy Workbench,Furniture,False,6630.0,bells,26520.0,bells,,True,5.0,softwood,nh,item-diy-workbench,https://villagerdb.com/images/items/thumb/diy-workbench.ade03e3.png
1209,1829,diy-workbench,Diy Workbench,Furniture,False,6630.0,bells,26520.0,bells,,True,3.0,iron-nugget,nh,item-diy-workbench,https://villagerdb.com/images/items/thumb/diy-workbench.ade03e3.png
1210,1829,diy-workbench,Diy Workbench,Furniture,False,6630.0,bells,26520.0,bells,,True,1.0,mini-diy-workbench,nh,item-diy-workbench,https://villagerdb.com/images/items/thumb/diy-workbench.ade03e3.png
1211,1830,dizzys-photo,Dizzy's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1212,1831,dizzys-poster,Dizzy's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1213,1832,dj-cap,Dj Cap,Hats,True,192.0,bells,770.0,bells,Able Sisters,,,,nh,item-dj-cap,https://villagerdb.com/images/items/full/dj-cap.544f1dd.png
1214,1834,dj-kk,DJ K.K.,Music,True,800.0,bells,3200.0,bells,,,,,nh,,
1215,1835,dj-kks-poster,Dj Kk's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1216,1837,djs-turntable,Dj's Turntable,Furniture,,2325.0,bells,9300.0,bells,,,,,nh,item-djs-turntable,https://villagerdb.com/images/items/thumb/djs-turntable.23eb152.png
1217,1839,do-rag,Do-rag,Hats,True,140.0,bells,560.0,bells,,,,,nh,item-do-rag,https://villagerdb.com/images/items/full/do-rag.13291dc.png
1218,1840,dobies-photo,Dobie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1219,1841,dobies-poster,Dobie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1220,1842,docs-photo,Doc's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
1221,1843,docs-poster,Doc's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
1222,1844,doctors-coat,Doctor's Coat,Tops,,540.0,bells,2160.0,bells,,,,,nh,item-doctors-coat,https://villagerdb.com/images/items/full/doctors-coat.f236487.png
1223,1846,doctors-mask,Doctor's Mask,Accessories,True,35.0,bells,140.0,bells,,,,,nh,item-doctors-mask,https://villagerdb.com/images/items/full/doctors-mask.dde89f7.png
1224,1848,document-stack,Document Stack,Furniture,True,400.0,bells,1600.0,bells,Nook's Cranny,True,,,nh,item-document-stack,https://villagerdb.com/images/items/thumb/document-stack.d67b6f9.png
1225,1849,dog-nose,Dog Nose,Accessories,,140.0,bells,560.0,bells,,,,,nh,item-dog-nose,https://villagerdb.com/images/items/full/dog-nose.05cf96e.png
1226,1850,doghouse,Doghouse,Furniture,False,2040.0,bells,,,,True,10.0,wood,nh,item-doghouse,https://villagerdb.com/images/items/thumb/doghouse.eb0ce9b.png
